mogul,u	mogu,lu
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvorenih
dubina,ma	dubi,nama
kiseonik,a	kiseonika
kiseonik,om	kiseonikom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistema
neodrživ,e	neodrži,ve
prinos,ima	prinosi,ma
jevtin,ijim	je,v,ti,nijim
raširen,e	raši,rene
pesticid,a	pesticida
priobalni,h	prioba,lnih
sliv,u	slivu
ulov,i	u,lovi
šlep,ovi	š,le,povi
dopisnik,u	dopi,sniku
SETimes,-a	SE,Time,s,-,a
ribar,a	ri,bara
Šekip,a	Še,ki,pa
Jalčin,a	J,al,čina
obalski,h	oba,l,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seoskih
otpadni,m	otpadnim
hranljiv,im	hranljivim
materija,ma	materijama
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogorša,nom
prečišćen,ih	prečišće,nih
kanalizacion,ih	kanaliza,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvrstog
azotni,h	azo,tnih
fosforni,h	fosfor,nih
Dunav,a	Dunava
obalni,h	oba,lnih
more,m	morem
tri,ma	trima
protokol,ima	protoko,lima
Istanbul,u	Istanbulu
navod,ima	navodima
hranljiv,ih	hranljivih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađivača
prisutnost,i	prisutnosti
povećan,i	povećani
naftni,h	naftnih
gasni,h	ga,snih
kvartal,u	kvartalu
uvoznik,a	uvoz,nika
zadužen,ih	zadu,ženih
kredit,i	krediti
udružen,i	udru,ženi
uvoz,a	uvoza
prijem,a	prijema
plan,ovi	planovi
EPS,-a	EPS,-,a
generator,a	generatora
kralj,a	kralja
Abdulah,a	Ab,dula,ha
Abdulaziz,a	Abdu,lazi,za
konflikt,i	konfli,kti
dijalog,om	dija,logom
tajlandski,m	taj,land,skim
Nitj,om	Ni,tj,om
Pibulsongram,om	Pi,bu,lson,gramom
Abdulah,om	Ab,dula,hom
Gul,om	Gu,lom
predsedavajući,m	predseda,vaju,ćim
Željko,m	Že,ljkom
Komšić,em	Kom,ši,ćem
bosanski,m	bosan,skim
Sven,om	Sve,nom
Alkalaj,em	Al,kala,jem
Milorad,om	Milo,ra,dom
Živković,em	Živ,kovićem
morski,h	morskih
vezan,im	vezanim
memorandum,u	memorandu,mu
glasač,e	glasa,če
birač,i	birači
vladajući,m	vlada,jućim
glavni,m	glavnim
opozicioni,m	opozi,cionim
partija,ma	partijama
birač,ima	bira,čima
Veton,a	Ve,tona
Suroi,ja	S,uro,ija
školovan,i	školova,ni
jednak,e	jednake
minimum,om	minim,u,mom
ugrožen,e	ugrožene
žestok,om	žesto,kom
Ahtisarijev,om	Ah,tisa,rije,vom
protest,ima	prote,stima
Hašim,a	Ha,šima
pokret,a	pokreta
građanski,m	građanskim
siv,oj	si,voj
dubok,oj	dubo,koj
Habzburg,a	Ha,b,zbu,rga
Dominik,a	Domi,nika
muzičar,i	muzi,čari
Andre,a	Andrea
Roland,a	Ro,landa
Viljazon,a	Vi,lja,zona
Žak,a	Ža,ka
Lusije,a	Lu,sije,a
Danijel,a	Danijela
Barenboim,a	Ba,ren,bo,ima
program,ima	programima
specijalizovan,om	specijali,zovanom
vrhunski,h	vrhunskih
sprortist,a	spro,rti,sta
igra,ma	igrama
Slovenka,ma	Sloven,kama
igrač,em	igračem
turnir,u	turniru
komesar,a	komesara
katastrofa,ma	katastrofa,ma
uveren,a	uve,rena
Borisov,u	Bori,sovu
ubedljiv,e	ubed,ljive
kabinet,u	kabine,tu
Manuel,a	Manu,ela
socijalistički,h	socijalisti,čkih
EP,-a	EP,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvalifikova,nosti
Ltd,-om	Ltd,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
Rok,a	Ro,ka
Butiljone,a	Bu,ti,ljo,nea
Ingrid,u	Ing,ri,du
nov,oj	novoj
ekološki,h	ekoloških
GERB,-a	G,ER,B,-,a
dužnost,i	dužnosti
zamenik,u	zame,niku
general,u	genera,lu
Anju,u	A,nju,u
Angelov,u	Ange,lovu
Ilijan,a	Ilija,na
Mihov,a	Mi,hova
profesor,a	profesora
član,om	članom
Haris,om	Hari,som
Silajdžić,em	Si,laj,dži,ćem
red,ovima	redovima
Butmir,u	But,miru
političar,ima	političarima
Valentin,a	Valentina
Inck,a	In,cka
suveren,u	suve,renu
poziv,i	pozivi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	ljuti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongresa
bošnjački,h	bošnja,čkih
Davutoglu,a	Da,vu,tog,lu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hleba
višenedeljni,h	više,nede,ljnih
jak,ih	jakih
obližnji,m	obliž,njim
Nikicin,om	Niki,cinom
kuća,ma	kućama
čuvar,a	čuvara
vrt,a	vrta
bazen,a	bazena
dan,u	danu
kopnen,a	kopne,na
čovek,a	čoveka
distanca,ma	dista,nca,ma
jak,e	jake
zub,e	zube
okolni,h	okolnih
travnat,o	travna,to
dug,im	dugim
šetnja,ma	še,tnjama
restoran,a	restorana
čuven,og	čuvenog
mlad,og	mladog
mužjak,a	mužjaka
udvarač,a	ud,vara,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,ga,vi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	rotora
poplava,ma	poplavama
nacrt,e	na,crte
premijerov,im	premije,rovim
vladajući,h	vlada,jućih
Taričanu,om	Tari,čanu,om
Renov,e	Re,nove
Taričanuov,u	Tari,ča,nuo,vu
naoružan,om	naoruža,nom
bacač,a	baca,ča
udaljen,o	udaljeno
prozor,e	prozore
Pazar,u	Pazaru
incident,u	inciden,tu
širok,u	široku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruža,ne
nemir,e	nemi,re
stanovništvo,m	stanovništvom
Krasnići,ju	Kra,sni,ći,ju
naoružan,oj	naoruža,noj
Arben,a	Ar,bena
Džaferi,ja	Dža,fe,rija
Krasnići,ja	Kra,sni,ći,ja
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	nesposobnosti
Klos,i	Klo,si
gradonačelnik,a	gradonačelnika
razlog,e	razloge
nacrt,a	nacrta
nasilje,m	nasiljem
cilj,evima	ciljevima
bloger,i	blo,geri
zdravstven,og	zdravstvenog
osiguravajući,m	osiguravaju,ćim
Raed,u	Ra,edu
Arafat,u	Ara,fa,tu
osnivač,u	osniva,ču
podsekretar,a	podse,kre,tara
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,liga,ni
stadion,ima	stadio,nima
zatvor,om	zat,vorom
okupljen,ima	okup,ljenima
aerodrom,ima	aerodro,mima
automobil,e	automobile
Rumun,i	Rumu,ni
komentator,a	komenta,tora
Arafat,a	Ara,fa,ta
nepovezan,i	nepoveza,ni
zahtev,i	zahtevi
Kemal,a	K,ema,la
Burkaj,a	Bur,ka,ja
egzil,a	eg,zila
aerodrom,u	aerodromu
kritičar,a	kritičara
Kurdistan,a	Kur,di,stana
kurdski,h	ku,rd,skih
raširen,ih	raši,renih
miroljubiv,u	miro,ljubi,vu
Bozjelov,im	Bo,z,jelo,vim
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manjka,va
Taksim,u	Ta,ksi,mu
Kurd,ima	Kur,dima
Kurd,a	Kur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođa,nskih
Mađar,a	Mađara
ujedinjen,u	ujedinje,nu
zakon,e	zakone
plav,a	plava
crven,im	crvenim
pruga,ma	pru,gama
žut,e	žute
državnost,i	državnosti
dom,ovima	domovima
organizovan,im	organizova,nim
kriminal,om	krimina,lom
benzinski,h	benzi,nskih
gigant,a	giga,nta
let,ova	letova
star,om	starom
terminal,u	termina,lu
parking,e	parki,nge
putnik,e	putnike
avionski,h	avion,skih
kabl,ova	kablova
Izmir,u	Iz,miru
dvostruk,im	dvostrukim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	nere,de
trend,a	trenda
posledica,ma	posledicama
nedeljnik,u	nede,lj,niku
EULEKS,-a	EU,LEKS,-,a
nemir,ima	nemi,rima
nered,ima	ne,redi,ma
nemir,a	nemira
rizik,a	rizika
uhapšen,ima	uhap,še,nima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovijih
admiral,om	ad,mira,lom
Heri,jem	He,rijem
Ulrih,om	Ul,ri,hom
komandant,om	koman,dan,tom
združen,ih	zdru,ženih
Napulj,u	Napu,lju
šestočlan,e	šesto,čla,ne
Frenk,a	Fren,ka
Vizner,a	Vi,zne,ra
Volfgang,a	Vol,f,ga,nga
Išinger,a	I,ši,nge,ra
razgovor,ima	razgovorima
završen,im	završenim
loš,a	loša
rukovodstvo,m	rukovodstvom
London,u	Londonu
aspekt,e	aspekte
slab,iji	slabiji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	ime,ni,telja
Radovan,a	Radova,na
Jelašić,a	Jela,šića
razlika,ma	razlikama
Jelašićev,om	Jela,ši,ćevom
proizvod,ima	proizvodima
obojen,i	oboj,eni
kamion,i	kamio,ni
porast,om	porastom
jeftin,og	jefti,nog
devetocifren,e	deveto,cif,rene
pismenost,i	pismenosti
transparentnost,i	transparentnosti
vladin,og	vladi,nog
kompjuterski,h	kompjuter,skih
starosni,h	staro,snih
čas,ovi	časovi
Vindovs,u	Vin,dov,su
Vord,u	Vor,du
Eksel,u	E,kse,lu
osnov,e	osnove
IT,-a	IT,-,a
kompjuter,ima	kompju,terima
kompjuter,u	kompju,teru
instruktor,e	instruk,tore
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	udaru
urađen,o	urađeno
provajder,a	provaj,dera
trud,a	truda
čin,ovi	či,novi
prav,im	pravim
islam,om	isla,mom
motiv,e	motive
okolnost,i	okolnosti
neprihvatljiv,u	neprihvat,ljivu
islam,a	islama
nametanje,m	nameta,njem
nevin,ih	nevi,nih
korist,i	koristi
nadzor,u	nadzoru
Cerić,a	Ce,rića
imam,ima	ima,mima
Cerićev,a	Ce,ri,ćeva
praznik,a	praznika
čin,ove	či,nove
čestit,im	česti,tim
islamski,m	isla,mskim
Bošnjak,a	Bošnjaka
vernik,e	verni,ke
islam,u	isla,mu
devijacija,ma	devija,cijama
Amerikanac,a	Amerikanaca
musliman,ima	muslimanima
tražilac,a	traži,laca
imigrant,i	imigra,nti
sunarodnik,a	sunarod,nika
Tunis,a	Tu,nisa
afrički,h	afri,čkih
azijski,h	a,zijskih
azilant,e	azi,lante
zabrinut,o	zabrinu,to
poznat,om	poznatom
sekretarijat,a	sekretarijata
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	kome,sa,rijata
neiskorišćen,e	neiskori,šće,ne
solidarnost,i	solidarnosti
protest,u	protestu
zapaljiv,u	zapa,ljivu
okolnost,ima	okolnostima
Avganistan,a	Avganista,na
most,u	mostu
mešovit,a	mešo,vita
KFOR,-om	K,FOR,-,om
incident,a	incidenta
miroljubiv,oj	miro,ljubi,voj
napetost,i	napetosti
višemesečni,h	više,mese,čnih
sever,a	severa
kamion,a	kamiona
punkt,a	pun,kta
izolovan,o	izolova,no
Ninić,a	Ni,nića
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,e,tničkih
nerešen,a	nere,šena
strpljenje,m	str,pljenjem
komitet,a	komiteta
svemir,a	svemira
telefon,i	telefoni
bolnica,ma	bolnicama
Prunariju,a	Pru,na,riju,a
Salcburg,u	Sal,c,burgu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacije,ntova
naučnik,a	naučnika
primerak,a	primeraka
nepoznat,a	nepoznata
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,stro,vim
star,oj	staroj
Parivodićev,im	Pari,vodi,ćevim
kreditor,a	kredi,tora
dug,ova	dugova
ubrzavanje,m	ubrza,vanjem
Miodrag,a	Miodra,ga
privatizovan,ih	privati,zovanih
paket,a	paketa
tender,a	tende,ra
predviđen,im	predviđenim
špediterski,h	špe,di,ter,skih
transportni,h	transportnih
postkomunistički,h	post,komu,nističkih
mesec,u	mesecu
zrelost,i	zrelosti
stepen,u	stepenu
kapital,om	kapitalom
sastojak,a	sastojaka
resurs,e	resurse
prenategnutost,i	prena,te,gnu,tosti
saveznik,e	savez,nike
strateški,m	strateškim
obostran,oj	obostra,noj
Behtel,u	Be,hte,lu
animozitet,i	a,nimo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zaliva
Kosorov,a	Koso,rova
arbitražni,m	arbitra,žnim
upućivanje,m	upući,vanjem
izgubljen,o	izgubljeno
prevazilaženje,m	prevazi,laže,njem
zategnut,i	zate,gnuti
osetljiv,oj	oset,ljivoj
Ivanov,a	Iva,nova
zamah,u	zama,hu
obrt,u	ob,rtu
odvojen,u	odvoje,nu
počast,ima	poča,stima
Sejdijuov,og	Sej,diju,ovog
portparol,a	port,paro,la
Džavit,a	Dža,vita
Bećiri,ja	Be,ći,rija
narod,e	narode
Bojan,a	Bojana
Milković,a	Mil,kovića
INA,-e	INA,-,e
neosnovan,e	neosno,vane
MMF,-om	MMF,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investitore
resurs,ima	resursima
talas,u	tala,su
blag,im	blagim
naj,bogat,ijih	najbogati,jih
istorijski,h	istorijskih
sindikat,e	sindika,te
industrijalac,a	industrija,laca
poreski,h	poreskih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dugih
jedinstven,om	jedinstvenom
budžet,u	budžetu
sindikat,i	sindikati
jedinstven,oj	jedinstve,noj
lek,ovi	lekovi
PDV,-a	PDV,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavača
koncept,u	konceptu
tim,ove	timove
imunitet,a	imuniteta
bos,ovima	bo,sovima
tročlan,oj	tro,čla,noj
ubedljiv,og	ubed,ljivog
pobednik,a	pobednika
mafijaški,m	mafija,škim
Plamen,om	Pla,menom
Galev,im	Gale,vim
Angel,om	Ange,lom
Hristov,im	Hristo,vim
čuven,om	ču,venom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	biznis,meni
jugozapad,u	jugozapa,du
mafijaš,a	mafija,ša
šef,u	še,fu
firma,ma	firmama
biznismen,ima	bizni,sme,nima
Zlatomir,u	Zla,to,miru
Petkov,a	Pet,kova
čvrst,i	čvrsti
tvrdnja,ma	tvrdnjama
DANS,-a	DAN,S,-,a
Boris,u	Bori,su
Velčev,u	Vel,čevu
Petkov,u	Pe,tko,vu
Cvetanov,a	C,veta,nova
Tanov,a	Ta,nova
laž,ima	la,žima
kleveta,ma	kle,veta,ma
Velčevljev,oj	Vel,če,vlje,voj
optužba,ma	optu,žbama
glasanje,m	glasa,njem
zbunjen,i	zbu,njeni
Hancesti,ju	Han,ce,stiju
Kišinjev,a	Ki,ši,njeva
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vidljiva
monitoring,a	monitoringa
komplikovan,o	kompliko,vano
kanal,e	kanale
čist,i	čisti
niz,om	nizom
Masačusets,a	Masačuset,sa
nepravilnost,i	nepravilnosti
namešten,u	name,štenu
napet,o	nape,to
širok,ih	širo,kih
prenos,a	prenosa
OHR,-a	O,HR,-,a
mir,a	mira
privremen,a	privremena
zvaničnik,e	zvanični,ke
prag,u	pragu
osoblje,m	osobljem
Mostar,u	Mostaru
grad,ova	gradova
maksimum,a	maksimuma
Kostas,om	Kosta,som
Karamanlis,om	Kara,man,li,som
monitor,a	monitora
osnovni,m	osnovnim
srednji,m	srednjim
Ćiril,a	Ći,rila
Dabi,ju	Da,biju
fond,u	fondu
fond,om	fon,dom
dužnički,h	duž,ničkih
nedaća,ma	neda,ćama
iznos,a	iznosa
EFSF,-a	E,FS,F,-,a
budžet,om	budžetom
dogovoren,a	dogovo,rena
obim,u	obimu
ESM,-a	ES,M,-,a
prilog,a	priloga
doprinos,u	doprinosu
Vašington,u	Vašingtonu
cent,i	centi
izložen,om	izlože,nom
Mlađan,a	Mla,đana
Dinkić,a	Din,kića
Dinkićev,og	Din,ki,ćevog
slab,u	slabu
Dinkićev,ih	Din,ki,ćevih
sednica,ma	sed,nicama
Tadićev,i	Ta,di,ćevi
visok,u	visoku
preduslov,a	predu,slova
neiskren,a	neis,kre,na
sledeći,m	sledećim
propust,om	propu,stom
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	prioritetima
blag,i	blagi
Davutogluov,im	Da,vu,tog,lu,ovim
angažman,om	angaž,manom
balansiran,im	balansi,ranim
inicijativa,ma	inicijativama
posredovanje,m	posredo,vanjem
SAD,-u	SAD,-,u
potencijal,om	potencijalom
Mobiltel,a	Mo,bil,tela
operater,a	operatera
naslovljen,oj	naslo,vljenoj
savremen,u	savremenu
praćen,u	pra,ćenu
odgovarajući,m	odgovarajućim
veština,ma	veštinama
pokretač,em	pokreta,čem
prezasićen,ih	preza,si,ćenih
povećan,om	povećanom
BDP,-u	BDP,-,u
ocena,ma	oce,nama
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	sektore
signal,u	signa,lu
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	je,v,tine
kratkovid,a	kratko,vida
deonica,ma	deo,nicama
čitav,om	čitavom
voz,om	vo,zom
razvijenost,i	razvijenosti
okup,u	oku,pu
avion,i	avioni
primer,u	primeru
rat,ove	ratove
voz,ovima	vo,zovima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	umanji,vanjem
železnički,m	železni,čkim
saobraćaj,em	saobraća,jem
ekspert,e	ekspe,rte
majdan,i	maj,dani
nepostojeći,h	nepostoje,ćih
jurišnik,a	juri,šnika
lopov,a	lo,pova
direktor,i	direktori
džep,ova	dže,pova
koncert,i	koncerti
estradni,h	estra,dnih
aranžman,i	aranž,mani
kondukter,e	kon,duk,tere
skretničar,e	s,kretni,čare
polomljen,a	po,lom,ljena
lopov,i	lo,povi
nabavljač,i	nabavlja,či
šraf,ove	š,ra,fove
teg,ove	te,gove
čekaonica,ma	čekao,nicama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	krova
tip,ovi	tipovi
start,u	startu
Leone,a	Le,one,a
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovoljstvom
medijski,h	medijskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	skupo,ce,nim
automobil,ima	automobilima
nedefinisan,ih	nede,finisa,nih
lik,ova	likova
uređen,ih	uređe,nih
rashod,e	rashode
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	uređe,nim
donošenje,m	donošenjem
serotonin,a	sero,tonina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	mi,ševima
miš,eva	miševa
neuron,a	neurona
hormon,om	hormo,nom
krv,i	krvi
Tori,jem	To,rijem
Takumi,jem	Ta,ku,mijem
miš,evi	miševi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživačima
serotoninski,h	sero,toni,nskih
receptor,a	receptora
lek,ove	lekove
serototnin,a	sero,to,tni,na
star,i	stari
zanimljiv,iji	zanim,ljiviji
test,om	testom
kavez,a	ka,veza
kavez,u	kave,zu
jedinka,ma	jedi,nkama
izražen,ijim	izraže,nijim
neartikulisan,ih	ne,ar,tiku,lisa,nih
zvuk,ova	zvukova
simptom,e	simptome
anksioznost,i	anksioznosti
Takumi,ja	Ta,ku,mija
senzacionalistički,m	senza,ciona,lističkim
genetski,m	gene,tskim
mutacija,ma	muta,cijama
poremećaj,ima	poremećajima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	poznatoj
nacist,a	naci,sta
Hitlerov,e	Hitle,rove
naš,em	našem
vreme,nu	vremenu
Klempererov,a	Kle,mpe,re,rova
reklamni,h	rekla,mnih
neograničen,u	neograni,čenu
nesavladiv,u	nesa,vla,di,vu
lažljiv,e	laž,ljive
nebrojen,om	nebroj,enom
pisan,e	pisane
komunikacijski,h	komunikacijskih
šum,ova	šu,mova
kontradiktornost,i	kontradiktor,nosti
savremen,ih	savremenih
jednak,oj	jednako,j
lingvistički,m	lingvisti,čkim
mulj,em	mu,ljem
blato,m	bla,tom
nesavršenost,i	nesa,vrše,nosti
naj,različit,ijih	najraz,ličiti,jih
glupost,i	gluposti
list,ovima	listovima
papirus,a	papi,rusa
naslov,a	naslova
savremen,om	savremenom
lenj,im	le,njim
glup,im	glu,pim
dragocen,o	dragoce,no
spot,ova	spo,tova
zatupljujući,h	za,tu,p,ljujući,h
elektronski,h	elektronskih
višestruk,e	višestruke
jezik,om	jezikom
roman,e	ro,mane
izopačen,om	izo,pa,čenom
sunovraćen,om	su,no,vra,ćenom
Aušvic,a	Au,š,vica
logoraš,a	logora,ša
koncentracioni,m	koncentra,cionim
logor,ima	logorima
postojeći,m	postojećim
teror,a	terora
lažljiv,og	laž,ljivog
složen,u	slože,nu
osetljiv,u	oset,ljivu
nov,ijoj	no,vijoj
nejak,u	neja,ku
Miloševićev,og	Miloševi,ćevog
ulični,h	uli,čnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	nei,denti,fikovani
crven,a	crvena
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šće,na
go,lo	golo
pokrovitelj,e	pokro,vite,lje
položaj,ima	položajima
stran,oj	stranoj
ponos,a	ponosa
obračun,i	obraču,ni
navijač,a	navijača
čitljiv,e	čit,ljive
naopak,o	naopa,ko
vidljiv,i	vidljivi
stereotip,a	stereotipa
začaran,i	za,ča,rani
prostor,u	prostoru
strah,u	strahu
glad,i	gladi
nasilnički,h	nasilni,čkih
potpun,oj	potpunoj
roman,a	romana
detektiv,a	detekti,va
Po,a	Po,a
novinski,h	novi,nskih
intelekt,u	intelek,tu
brz,oj	brzo,j
Šerlok,a	Šer,loka
Holms,a	Hol,msa
Herkul,a	Her,kula
Poaro,a	Po,a,roa
junak,a	junaka
Dipen,a	Di,pe,na
roman,i	romani
trideseti,h	tri,desetih
okean,a	okeana
Nezbe,a	Ne,zbe,a
Marlo,a	Mar,lo,a
roman,ima	ro,manima
uočljiv,a	uoč,ljiva
sudbina,ma	sudbi,nama
crn,oj	crnoj
senator,a	sena,tora
Makarti,ja	Maka,rti,ja
sadašnji,m	sadašnjim
pakt,a	pa,kta
Jens,om	Jen,som
Stoltenberg,om	Sto,l,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,mišlje,nika
nemoć,i	nemo,ći
vlastit,i	vlastiti
demokratičnost,i	demokrati,čnosti
bunt,a	bu,nta
bes,a	besa
vlastit,u	vlastitu
vaš,a	vaša
ličnost,ima	ličnosti,ma
iskustvo,m	iskustvom
predsednik,u	predsedniku
favorit,a	favorita
razvijen,oj	razvije,noj
naj,čuven,ija	naj,ču,ve,nija
FBI,-ja	FBI,-,ja
uvod,u	uvodu
Huver,a	Hu,vera
prijatelj,ima	prijateljima
nekontrolisan,og	nekontrolisa,nog
dosije,a	dosije,a
stanovnik,e	stanovnike
senator,e	sena,tore
kongresmen,e	kongres,mene
Martin,u	Mar,tinu
Luter,u	Lu,teru
King,u	Kin,gu
metoda,ma	metodama
nezakonit,e	nezako,nite
pretres,e	pretre,se
dosije,e	dosije,e
žargon,u	žar,gonu
dubok,a	duboka
gangster,ima	gang,ste,rima
koren,a	korena
smenjiv,a	sme,njiva
Vučić,a	Vučića
slikovit,iji	sliko,viti,ji
korumpiran,i	korumpi,rani
đubre,ta	đubre,ta
progonitelj,i	progo,ni,telji
izabran,e	izabrane
čudo,m	ču,dom
čitalac,a	čitalaca
Zemljin,og	Zemlji,nog
šar,a	ša,ra
Ljosin,og	L,jo,si,nog
naslov,om	naslovom
Pijur,a	Pi,ju,ra
Felisit,a	Feli,si,ta
Janake,a	Jana,kea
reketaš,a	reke,ta,ša
podnošljiv,u	podno,š,ljivu
zaplet,a	zaple,ta
smisaon,im	smisao,nim
ucenjivač,ima	uce,njiva,čima
crtež,om	crte,žom
pauk,a	pa,uka
požar,a	požara
neugodnost,i	neugo,dnosti
ljubav,lju	ljubavlju
roman,u	romanu
čuven,i	čuveni
Ljosin,im	L,jo,si,nim
ljubitelj,ima	ljubi,teljima
sin,ovima	sinovima
običaj,u	običaju
sapunski,h	sapu,nskih
bok,a	bo,ka
sin,u	sinu
Fončitov,oj	Fon,čito,voj
Fončitov,e	Fon,čito,ve
duh,om	duhom
Ljosin,oj	L,jo,si,noj
Ljosin,o	L,jo,sino
savremen,og	savremenog
Peru,a	Peru,a
rasparen,e	raspa,rene
kućni,m	kućnim
papuča,ma	papu,čama
Viskonzin,u	Vi,sko,nzi,nu
neuron,i	neuro,ni
autoimun,ih	autoimu,nih
Alchajmerov,om	Alchaj,mero,vom
demencija,ma	demen,cijama
stub,a	stuba
zdrav,e	zdrave
paradoks,a	paradoksa
mit,ova	mi,tova
ustaljen,o	usta,ljeno
kvalitet,a	kvaliteta
moždan,e	možda,ne
pospan,i	pos,pani
talas,a	talasa
dubok,i	duboki
dubok,og	dubokog
pokret,ima	pokretima
povećan,u	povećanu
okean,u	okeanu
svet,ove	sve,tove
čas,u	času
staž,a	staža
dušek,a	duše,ka
Zebald,a	Ze,ba,lda
Saturnov,i	Sa,tu,rno,vi
prsten,ovi	prste,novi
Zebald,u	Ze,bal,du
besmislen,ih	besmisle,nih
vlastit,e	vlastite
putokaz,i	puto,kazi
valer,i	va,leri
monoton,e	mono,tone
knjiga,ma	knjigama
svaki,m	svakim
nepromenjen,og	neprome,njenog
intenzitet,a	intenziteta
trend,ova	trendova
verzija,ma	verzijama
vulkan,om	vulka,nom
Malkolm,a	Mal,kol,ma
Lauri,ja	Lau,rija
Zenov,u	Ze,novu
Ital,a	I,tala
Zvev,a	Z,ve,va
grob,ovima	gro,bovima
Ernest,a	Erne,sta
Sabat,a	Sa,bata
Bulgakov,a	Bu,lga,kova
odsjaj,i	od,sja,ji
dugogodišnji,h	dugo,godišnjih
autor,a	autora
proživljen,og	proži,vljenog
otpor,a	otpora
svest,i	svesti
vlastit,og	vlastitog
grad,ovi	gradovi
čas,ove	časove
zemaljski,h	zemalj,skih
star,im	starim
Trst,om	Tr,stom
Zen,a	Z,ena
Kozim,a	Ko,zima
neuverljiv,a	neu,ver,ljiva
original,a	originala
Leopold,a	Leo,po,lda
Blum,a	B,luma
bled,u	ble,du
Džojsov,og	Dž,oj,sovog
život,ima	životima
detalj,u	deta,lju
jarbol,a	jar,bola
brodolom,a	brodo,loma
prostor,i	prostori
pouzdan,a	pouzdana
razvučenost,i	raz,vu,čenosti
koncept,a	koncepta
pisaći,m	pisa,ćim
papirnat,ih	papirna,tih
jalov,om	ja,lo,vom
ključ,a	ključa
bezdan,u	bez,danu
avet,i	a,veti
univerzum,a	univerzuma
model,i	modeli
čitaočev,og	čitao,čevog
orijentir,i	orijenti,ri
zamišljen,og	zamišlje,nog
Nojev,a	N,oj,eva
unos,a	unosa
čovekolik,i	čove,ko,liki
elektroencefalogram,a	elektro,ence,falo,grama
uređaj,i	uređaji
niz,a	niza
određen,oj	određenoj
komfor,a	kom,fora
MIT,-a	MIT,-,a
