jeremić,a	jere,mi,ća
fudbalski,h	fudbal,skih
balkan,om	balkan,om
fudbalski,m	fudbal,skim
liga,ma	li,gama
kvalifikacioni,h	kvali,fika,cionih
hrvat,a	hrvata
prevara,ma	preva,rama
namešten,ih	name,št,enih
nemački,h	nema,čkih
fenerbahče,a	f,ener,ba,h,če,a
ulm,a	ul,ma
igrač,a	igrača
genčlerbirligi,ja	gen,č,ler,bi,r,li,gija
džavdžavljev,ih	dž,av,dž,av,lje,vih
sport,u	sportu
dokaz,e	dokaze
sportski,h	sportskih
skandal,a	skan,dala
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	utakmi,cama
klupski,h	klu,p,skih
brz,im	br,zim
rasprostranjen,iji	rasprostra,njen,iji
msp,-om	m,sp,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	us,mene
argument,e	argu,mente
jordan,a	jor,dana
integritet,a	integri,teta
pravo,m	pravom
miloševićev,a	miloše,vi,ćeva
pravni,m	pravnim
naslednik,om	nasled,nikom
integritet,u	integri,tetu
odvojen,e	odvo,jene
suveren,e	suve,rene
usmen,og	usmen,og
sudski,m	sud,skim
proces,ima	procesima
rođak,a	rođa,ka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimin,alaca
kriminalistički,h	kriminali,stičkih
nemoguć,a	ne,moguća
otpadni,h	otpadnih
priobalni,m	pri,ob,alnim
naj,izolovan,ijih	naj,izol,ov,ani,jih
zatvoren,ih	zatvor,enih
dubina,ma	dub,inama
kiseonik,a	kiseonika
kiseonik,om	kise,oni,kom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremeća,je
ekosistem,a	eko,sistema
neodrživ,e	ne,odr,žive
prinos,ima	prin,o,sima
jevtin,ijim	jev,tini,jim
raširen,e	ra,ši,rene
pesticid,a	pestici,da
priobalni,h	pri,ob,alnih
sliv,u	sli,vu
ulov,i	ul,ovi
šlep,ovi	š,lepo,vi
dopisnik,u	dopi,sniku
setimes,-a	se,ti,mes,-,a
ribar,a	ri,bara
šekip,a	š,ekipa
jalčin,a	j,al,čina
obalski,h	ob,al,skih
imejl,om	i,mej,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seo,skih
otpadni,m	otpad,nim
hranljiv,im	hran,ljivim
materija,ma	materi,jama
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogor,šan,om
prečišćen,ih	pre,čišćen,ih
kanalizacion,ih	kanali,za,cionih
nedomorodački,h	nedo,mo,ro,da,čkih
čvrst,og	čvr,stog
azotni,h	az,ot,nih
fosforni,h	fos,for,nih
dunav,a	dunava
obalni,h	ob,alnih
more,m	mo,rem
tri,ma	tri,ma
protokol,ima	proto,kolima
istanbul,u	istanbu,lu
navod,ima	navodima
hranljiv,ih	hran,ljivih
industrijski,h	industrij,skih
autor,i	autori
produktivnost,i	produk,tivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zaga,đi,vača
prisutnost,i	prisu,tnosti
povećan,i	poveć,ani
naftni,h	naf,tnih
gasni,h	ga,snih
kvartal,u	kvar,talu
uvoznik,a	uvoz,nika
zadužen,ih	zadu,ženih
kredit,i	kre,diti
udružen,i	udru,ženi
uvoz,a	uvoza
prijem,a	prijema
plan,ovi	planovi
eps,-a	eps,-,a
generator,a	genera,tora
kralj,a	kralja
abdulah,a	ab,du,la,ha
abdulaziz,a	ab,du,la,zi,za
konflikt,i	konflik,ti
dijalog,om	dijalo,gom
tajlandski,m	taj,lan,d,skim
nitj,om	ni,t,jom
pibulsongram,om	pi,bu,l,son,gra,mom
abdulah,om	ab,du,la,hom
gul,om	gu,lom
predsedavajući,m	predsed,ava,jućim
željko,m	že,lj,kom
komšić,em	kom,ši,ćem
bosanski,m	bosan,skim
sven,om	s,venom
alkalaj,em	al,ka,la,jem
milorad,om	mil,ora,dom
živković,em	živ,kovi,ćem
morski,h	mor,skih
vezan,im	vezan,im
memorandum,u	memo,ran,du,mu
glasač,e	glasa,če
birač,i	bira,či
vladajući,m	vlada,jućim
glavni,m	glav,nim
opozicioni,m	opozi,cionim
partija,ma	parti,jama
birač,ima	bira,čima
veton,a	ve,tona
suroi,ja	su,ro,ija
školovan,i	škol,ovani
jednak,e	jednake
minimum,om	mini,mu,mom
ugrožen,e	ugro,žene
žestok,om	že,sto,kom
ahtisarijev,om	ah,ti,sa,rije,vom
protest,ima	prote,stima
hašim,a	ha,š,ima
pokret,a	pokreta
građanski,m	građan,skim
siv,oj	si,voj
dubok,oj	dubo,koj
habzburg,a	ha,b,z,bur,ga
dominik,a	do,mini,ka
muzičar,i	muzi,čari
andre,a	andre,a
roland,a	ro,lan,da
viljazon,a	vil,ja,zona
žak,a	ž,aka
lusije,a	lu,si,je,a
danijel,a	dani,jela
barenboim,a	bar,en,bo,ima
program,ima	programima
specijalizovan,om	specijaliz,ovanom
vrhunski,h	vrhun,skih
sprortist,a	s,pro,r,ti,sta
igra,ma	igrama
slovenka,ma	sloven,kama
igrač,em	igra,čem
turnir,u	turni,ru
komesar,a	ko,me,sara
katastrofa,ma	katastro,fa,ma
uveren,a	uve,rena
borisov,u	bori,s,ovu
ubedljiv,e	ubed,ljive
kabinet,u	kabine,tu
manuel,a	man,u,ela
socijalistički,h	socijali,stičkih
ep,-a	ep,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvali,fikovan,osti
ltd,-om	l,t,d,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
rok,a	ro,ka
butiljone,a	b,uti,lj,one,a
ingrid,u	in,gri,du
nov,oj	novoj
ekološki,h	ekoloških
gerb,-a	g,er,b,-,a
dužnost,i	dužnosti
zamenik,u	zameni,ku
general,u	genera,lu
anju,u	a,nj,u,u
angelov,u	an,ge,l,ovu
ilijan,a	i,li,jana
mihov,a	mi,hova
profesor,a	profesora
član,om	članom
haris,om	ha,ri,som
silajdžić,em	si,laj,dži,ćem
red,ovima	red,ovima
butmir,u	b,ut,miru
političar,ima	politi,čarima
valentin,a	val,en,tina
inck,a	in,cka
suveren,u	suve,renu
poziv,i	pozi,vi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	lju,ti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongre,sa
bošnjački,h	bo,š,nja,čkih
davutoglu,a	d,av,uto,glu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hle,ba
višenedeljni,h	vi,šen,e,de,lj,nih
jak,ih	ja,kih
obližnji,m	obli,ž,njim
nikicin,om	ni,ki,cin,om
kuća,ma	ku,ćama
čuvar,a	ču,vara
vrt,a	vr,ta
bazen,a	baz,ena
dan,u	danu
kopnen,a	kop,n,ena
čovek,a	čoveka
distanca,ma	distan,cama
jak,e	jake
zub,e	zu,be
okolni,h	okol,nih
travnat,o	tra,v,na,to
dug,im	dug,im
šetnja,ma	šet,njama
restoran,a	restorana
čuven,og	ču,venog
mlad,og	mlado,g
mužjak,a	muž,jaka
udvarač,a	ud,va,ra,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,g,avi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	ro,tora
poplava,ma	popl,avama
nacrt,e	nacr,te
premijerov,im	premijer,ovim
vladajući,h	vlada,jućih
taričanu,om	ta,ri,čan,u,om
renov,e	ren,ove
taričanuov,u	ta,ri,čan,u,ovu
naoružan,om	naoruž,anom
bacač,a	ba,ca,ča
udaljen,o	udal,jeno
prozor,e	proz,ore
pazar,u	pa,za,ru
incident,u	inciden,tu
širok,u	ši,roku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruž,ane
nemir,e	nemi,re
stanovništvo,m	stanov,ništ,vom
krasnići,ju	kra,sni,ći,ju
naoružan,oj	naoruž,anoj
arben,a	ar,b,ena
džaferi,ja	d,ža,fe,rija
krasnići,ja	kra,sni,ći,ja
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	ne,sposobnosti
klos,i	k,lo,si
gradonačelnik,a	gradonačelnika
razlog,e	razloge
nacrt,a	nacr,ta
nasilje,m	nasil,jem
cilj,evima	ciljevima
bloger,i	blo,g,eri
zdravstven,og	zdravstvenog
osiguravajući,m	osigurava,jućim
raed,u	ra,e,du
arafat,u	ara,fa,tu
osnivač,u	osniva,ču
podsekretar,a	pod,sekretara
miroljubiv,e	mi,ro,ljubi,ve
huligan,i	hu,lig,ani
stadion,ima	stadi,onima
zatvor,om	zat,vo,rom
okupljen,ima	okup,ljen,ima
aerodrom,ima	aerodro,mima
automobil,e	automob,ile
rumun,i	rumuni
komentator,a	komenta,tora
arafat,a	ara,fa,ta
nepovezan,i	ne,povezani
zahtev,i	zahtevi
kemal,a	ke,mala
burkaj,a	bur,ka,ja
egzil,a	eg,zila
aerodrom,u	aerodro,mu
kritičar,a	kriti,čara
kurdistan,a	kur,di,stana
kurdski,h	kur,d,skih
raširen,ih	ra,ši,renih
miroljubiv,u	mi,ro,ljubi,vu
bozjelov,im	bo,z,jel,ovim
mir,u	miru
miroljubiv,im	mi,ro,ljubi,vim
manjkav,a	manj,ka,va
taksim,u	tak,si,mu
kurd,ima	kur,dima
kurd,a	kur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	voj,vođan,skih
mađar,a	ma,đa,ra
ujedinjen,u	ujedin,jenu
zakon,e	zakone
plav,a	pl,ava
crven,im	crven,im
pruga,ma	pru,gama
žut,e	žu,te
državnost,i	držav,nosti
dom,ovima	dom,ovima
organizovan,im	organiz,ovanim
kriminal,om	krimin,alom
benzinski,h	benz,inskih
gigant,a	gi,gan,ta
let,ova	let,ova
star,om	sta,rom
terminal,u	termin,alu
parking,e	par,kin,ge
putnik,e	put,nike
avionski,h	avi,on,skih
kabl,ova	kab,lova
izmir,u	iz,miru
dvostruk,im	dvostru,kim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	ne,rede
trend,a	tren,da
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
euleks,-a	eu,le,ks,-,a
nemir,ima	nemi,rima
nered,ima	nere,dima
nemir,a	ne,mira
rizik,a	rizika
uhapšen,ima	uhap,šen,ima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovi,jih
admiral,om	ad,mi,ra,lom
heri,jem	he,ri,jem
ulrih,om	ul,ri,hom
komandant,om	koman,dan,tom
združen,ih	z,dru,ženih
napulj,u	na,pu,lju
šestočlan,e	šesto,član,e
frenk,a	f,ren,ka
vizner,a	v,izne,ra
volfgang,a	vol,f,gan,ga
išinger,a	i,š,inge,ra
razgovor,ima	raz,govorima
završen,im	zavr,šenim
loš,a	loša
rukovodstvo,m	rukovod,stvom
london,u	londonu
aspekt,e	aspekte
slab,iji	slabi,ji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	imeni,telja
radovan,a	radov,ana
jelašić,a	je,la,šića
razlika,ma	razli,kama
jelašićev,om	je,la,ši,će,vom
proizvod,ima	proizvodima
obojen,i	obo,jeni
kamion,i	kami,oni
porast,om	porastom
jeftin,og	jef,tin,og
devetocifren,e	deve,to,cif,rene
pismenost,i	pismenosti
transparentnost,i	transparen,tnosti
vladin,og	vla,din,og
kompjuterski,h	kompjuter,skih
starosni,h	staro,snih
čas,ovi	čas,ovi
vindovs,u	vin,dov,su
vord,u	v,or,du
eksel,u	ek,selu
osnov,e	osnove
it,-a	it,-,a
kompjuter,ima	kompju,teri,ma
kompjuter,u	kompju,teru
instruktor,e	instruk,tore
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnj,osti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	uda,ru
urađen,o	urađeno
provajder,a	prova,j,dera
trud,a	tru,da
čin,ovi	čin,ovi
prav,im	pravim
islam,om	isla,mom
motiv,e	mo,tive
okolnost,i	okolnosti
neprihvatljiv,u	ne,prihvatlji,vu
islam,a	is,lama
nametanje,m	namet,anjem
nevin,ih	nev,inih
korist,i	koristi
nadzor,u	nad,z,oru
cerić,a	ce,ri,ća
imam,ima	ima,mima
cerićev,a	ce,ri,ćeva
praznik,a	praz,nika
čin,ove	čin,ove
čestit,im	česti,tim
islamski,m	isla,mskim
bošnjak,a	boš,njaka
vernik,e	ver,nike
islam,u	isla,mu
devijacija,ma	devija,cijama
amerikanac,a	ameri,k,anaca
musliman,ima	musliman,ima
tražilac,a	traži,laca
imigrant,i	i,migran,ti
sunarodnik,a	su,narod,nika
tunis,a	t,uni,sa
afrički,h	afri,čkih
azijski,h	azi,jskih
azilant,e	az,il,an,te
zabrinut,o	zabrinu,to
poznat,om	pozna,tom
sekretarijat,a	sekre,tarija,ta
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	ko,me,sa,rija,ta
neiskorišćen,e	ne,iskorišćen,e
solidarnost,i	solidar,nosti
protest,u	prote,stu
zapaljiv,u	zapal,ji,vu
okolnost,ima	okolnostima
avganistan,a	av,gani,stana
most,u	mo,stu
mešovit,a	mešovi,ta
kfor,-om	k,fo,r,-,om
incident,a	inciden,ta
miroljubiv,oj	mi,ro,ljubi,voj
napetost,i	nape,tosti
višemesečni,h	više,mese,čnih
sever,a	se,vera
kamion,a	kami,ona
punkt,a	pun,k,ta
izolovan,o	izol,ovano
ninić,a	n,ini,ća
miroljubiv,o	mi,ro,ljubi,vo
međuetnički,h	među,et,ničkih
nerešen,a	nere,šena
strpljenje,m	strp,ljenjem
komitet,a	komi,teta
svemir,a	sve,mira
telefon,i	telefo,ni
bolnica,ma	bol,nicama
prunariju,a	pru,na,ri,ju,a
salcburg,u	sal,c,bur,gu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacijen,tova
naučnik,a	naučnika
primerak,a	prime,raka
nepoznat,a	ne,poznata
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,str,ovim
star,oj	staro,j
parivodićev,im	pari,vodi,će,vim
kreditor,a	kredi,tora
dug,ova	du,gova
ubrzavanje,m	ubr,zav,anjem
miodrag,a	miodra,ga
privatizovan,ih	privati,z,ovanih
paket,a	paketa
tender,a	ten,dera
predviđen,im	predvi,đenim
špediterski,h	š,pedi,ter,skih
transportni,h	transport,nih
postkomunistički,h	post,komuni,stičkih
mesec,u	mesecu
zrelost,i	zre,losti
stepen,u	stepenu
kapital,om	kapit,alom
sastojak,a	sasto,jaka
resurs,e	resurse
prenategnutost,i	prena,te,gnu,tosti
saveznik,e	savez,nike
strateški,m	strateš,kim
obostran,oj	obo,stra,noj
behtel,u	be,hte,lu
animozitet,i	ani,mo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zali,va
kosorov,a	kos,or,ova
arbitražni,m	arbi,traž,nim
upućivanje,m	upu,ći,vanjem
izgubljen,o	izgub,ljeno
prevazilaženje,m	prevazila,ženjem
zategnut,i	zate,gnuti
osetljiv,oj	oset,ljivo,j
ivanov,a	ivan,ova
zamah,u	za,ma,hu
obrt,u	obr,tu
odvojen,u	odvo,jenu
počast,ima	po,ča,stima
sejdijuov,og	se,j,di,ju,ovog
portparol,a	port,paro,la
džavit,a	dž,avi,ta
bećiri,ja	be,ći,rija
narod,e	naro,de
bojan,a	bo,jana
milković,a	mil,kovića
ina,-e	ina,-,e
neosnovan,e	ne,osnov,ane
mmf,-om	mm,f,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investi,tore
resurs,ima	resursima
talas,u	tala,su
blag,im	bla,g,im
naj,bogat,ijih	naj,boga,tijih
istorijski,h	istorijskih
sindikat,e	sindi,ka,te
industrijalac,a	industrij,alaca
poreski,h	poreskih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dug,ih
jedinstven,om	jedinstven,om
budžet,u	budžetu
sindikat,i	sindi,kati
jedinstven,oj	jedinstven,oj
lek,ovi	lekovi
pdv,-a	pdv,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdava,ča
koncept,u	konceptu
tim,ove	tim,ove
imunitet,a	imuni,teta
bos,ovima	bo,s,ovima
tročlan,oj	tro,član,oj
ubedljiv,og	ubed,ljivog
pobednik,a	pobed,nika
mafijaški,m	ma,fi,ja,š,kim
plamen,om	pla,menom
galev,im	gale,vim
angel,om	an,ge,lom
hristov,im	hri,st,ovim
čuven,om	ču,venom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	bizni,s,meni
jugozapad,u	jugo,zapadu
mafijaš,a	ma,fi,ja,ša
šef,u	še,fu
firma,ma	fir,mama
biznismen,ima	bizni,smen,ima
zlatomir,u	zla,to,miru
petkov,a	pet,kova
čvrst,i	čvr,sti
tvrdnja,ma	tvrd,njama
dans,-a	d,an,s,-,a
boris,u	bori,su
velčev,u	vel,če,vu
petkov,u	pet,ko,vu
cvetanov,a	cve,tan,ova
tanov,a	tan,ova
laž,ima	la,ž,ima
kleveta,ma	kle,ve,tama
velčevljev,oj	vel,če,v,lje,voj
optužba,ma	optuž,bama
glasanje,m	gla,sanjem
zbunjen,i	zbu,njeni
hancesti,ju	han,ce,stiju
kišinjev,a	k,iš,in,jeva
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vid,ljiva
monitoring,a	monitor,inga
komplikovan,o	kompli,kovano
kanal,e	kan,ale
čist,i	či,sti
niz,om	ni,zom
masačusets,a	ma,saču,set,sa
nepravilnost,i	nepravil,nosti
namešten,u	name,št,enu
napet,o	nape,to
širok,ih	širo,kih
prenos,a	prenosa
ohr,-a	o,hr,-,a
mir,a	mira
privremen,a	pri,vremena
zvaničnik,e	zvani,č,nike
prag,u	pra,gu
osoblje,m	osob,ljem
mostar,u	mo,sta,ru
grad,ova	gradova
maksimum,a	maksi,muma
kostas,om	ko,sta,som
karamanlis,om	kara,man,li,som
monitor,a	moni,tora
osnovni,m	osnovnim
srednji,m	srednjim
ćiril,a	ć,i,rila
dabi,ju	da,biju
fond,u	fon,du
fond,om	fon,dom
dužnički,h	duž,ničkih
nedaća,ma	ne,da,ćama
iznos,a	iznosa
efsf,-a	ef,sf,-,a
budžet,om	budže,tom
dogovoren,a	dogovor,ena
obim,u	obimu
esm,-a	e,sm,-,a
prilog,a	pri,loga
doprinos,u	doprin,osu
vašington,u	vašing,tonu
cent,i	cen,ti
izložen,om	izložen,om
mlađan,a	mla,đana
dinkić,a	d,in,ki,ća
dinkićev,og	d,in,ki,će,vog
slab,u	sla,bu
dinkićev,ih	d,in,ki,će,vih
sednica,ma	sed,nicama
tadićev,i	ta,di,će,vi
visok,u	visoku
preduslov,a	predu,slova
neiskren,a	ne,isk,rena
sledeći,m	sledećim
propust,om	propu,stom
blag,og	bla,gog
akter,a	aktera
proces,i	procesi
prioritet,ima	priori,tetima
blag,i	bla,gi
davutogluov,im	d,av,uto,glu,ovim
angažman,om	angaž,manom
balansiran,im	balansi,ranim
inicijativa,ma	inicija,tiva,ma
posredovanje,m	posred,ovanjem
sad,-u	sad,-,u
potencijal,om	potencijal,om
mobiltel,a	m,obil,tela
operater,a	opera,tera
naslovljen,oj	naslov,ljenoj
savremen,u	savremen,u
praćen,u	pra,ćen,u
odgovarajući,m	odgovarajućim
veština,ma	ve,št,inama
pokretač,em	pokre,ta,čem
prezasićen,ih	pre,zasi,ćenih
povećan,om	poveć,anom
bdp,-u	bdp,-,u
ocena,ma	ocen,ama
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	sek,tore
signal,u	signal,u
vagon,i	va,go,ni
slep,im	sle,pim
šezdeseti,h	šez,desetih
jevtin,e	jev,tine
kratkovid,a	krat,kovi,da
deonica,ma	de,oni,cama
čitav,om	čitav,om
voz,om	voz,om
razvijenost,i	razvi,jenosti
okup,u	okup,u
avion,i	avi,oni
primer,u	primeru
rat,ove	rat,ove
voz,ovima	voz,ovima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	uman,ji,vanjem
železnički,m	želez,ničkim
saobraćaj,em	saobraća,jem
ekspert,e	eksper,te
majdan,i	maj,dani
nepostojeći,h	ne,postojećih
jurišnik,a	juri,š,nika
lopov,a	lo,pova
direktor,i	direk,tori
džep,ova	dže,pova
koncert,i	koncer,ti
estradni,h	estra,dnih
aranžman,i	aranž,mani
kondukter,e	kon,duk,tere
skretničar,e	sk,ret,nič,are
polomljen,a	polo,m,ljena
lopov,i	lo,povi
nabavljač,i	nabav,lja,či
šraf,ove	š,ra,f,ove
teg,ove	te,gove
čekaonica,ma	čeka,oni,cama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	kr,ova
tip,ovi	tipovi
start,u	star,tu
leone,a	le,one,a
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovolj,stvom
medijski,h	medi,jskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	sku,po,cen,im
automobil,ima	automobi,lima
nedefinisan,ih	nede,finis,anih
lik,ova	likova
uređen,ih	ure,đenih
rashod,e	ras,hod,e
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	ure,đenim
donošenje,m	dono,šenjem
serotonin,a	sero,ton,ina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	mi,še,vima
miš,eva	miševa
neuron,a	neurona
hormon,om	hormo,nom
krv,i	krvi
tori,jem	t,ori,jem
takumi,jem	ta,ku,mi,jem
miš,evi	mi,še,vi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživa,čima
serotoninski,h	sero,ton,inskih
receptor,a	receptora
lek,ove	lekove
serototnin,a	sero,to,t,nina
star,i	stari
zanimljiv,iji	zanim,ljivi,ji
test,om	testom
kavez,a	ka,veza
kavez,u	ka,vezu
jedinka,ma	jedin,kama
izražen,ijim	izraženi,jim
neartikulisan,ih	ne,arti,kuli,sanih
zvuk,ova	zvu,kova
simptom,e	simptome
anksioznost,i	anksioznosti
takumi,ja	ta,ku,mija
senzacionalistički,m	sen,za,ciona,li,stičkim
genetski,m	gene,tskim
mutacija,ma	mu,ta,cijama
poremećaj,ima	poremeća,jima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	pozna,toj
nacist,a	naci,sta
hitlerov,e	hit,ler,ove
naš,em	našem
vreme,nu	vremenu
klempererov,a	kle,mpe,re,r,ova
reklamni,h	rekla,mnih
neograničen,u	ne,ograničen,u
nesavladiv,u	ne,savla,di,vu
lažljiv,e	la,ž,ljive
nebrojen,om	ne,bro,jenom
pisan,e	pisane
komunikacijski,h	komunika,cijskih
šum,ova	šu,mova
kontradiktornost,i	kon,tradi,k,tor,nosti
savremen,ih	savremenih
jednak,oj	jedna,koj
lingvistički,m	lingvi,stičkim
mulj,em	mul,jem
blato,m	bla,tom
nesavršenost,i	ne,savr,šenosti
naj,različit,ijih	naj,različi,tijih
glupost,i	glu,posti
list,ovima	listovima
papirus,a	papi,ru,sa
naslov,a	nasl,ova
savremen,om	savremenom
lenj,im	len,jim
glup,im	glu,pim
dragocen,o	drago,cen,o
spot,ova	spo,tova
zatupljujući,h	za,tu,plju,jućih
elektronski,h	elektronskih
višestruk,e	višestru,ke
jezik,om	jezikom
roman,e	roman,e
izopačen,om	izo,pa,čen,om
sunovraćen,om	su,nov,ra,ćenom
aušvic,a	au,š,vica
logoraš,a	logo,ra,ša
koncentracioni,m	koncentra,cionim
logor,ima	logo,rima
postojeći,m	postojećim
teror,a	tero,ra
lažljiv,og	la,ž,ljivog
složen,u	slo,ženu
osetljiv,u	osetlji,vu
nov,ijoj	novi,joj
nejak,u	ne,jaku
miloševićev,og	miloše,vi,će,vog
ulični,h	u,ličnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identifikovan,i
crven,a	crven,a
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šćen,a
go,lo	go,lo
pokrovitelj,e	po,kr,ovi,telje
položaj,ima	položa,jima
stran,oj	stra,noj
ponos,a	pono,sa
obračun,i	obraču,ni
navijač,a	navijača
čitljiv,e	čit,ljive
naopak,o	na,opa,ko
vidljiv,i	vid,ljivi
stereotip,a	stereoti,pa
začaran,i	za,ča,rani
prostor,u	prostoru
strah,u	stra,hu
glad,i	gla,di
nasilnički,h	nasil,ničkih
potpun,oj	potpu,noj
roman,a	romana
detektiv,a	detek,tiva
po,a	po,a
novinski,h	nov,inskih
intelekt,u	intelektu
brz,oj	brz,oj
šerlok,a	š,er,lo,ka
holms,a	hol,m,sa
herkul,a	her,kula
poaro,a	po,aro,a
junak,a	junaka
dipen,a	di,p,ena
roman,i	roman,i
trideseti,h	tri,desetih
okean,a	oke,ana
nezbe,a	ne,zbe,a
marlo,a	mar,lo,a
roman,ima	roman,ima
uočljiv,a	uoč,ljiva
sudbina,ma	sud,b,inama
crn,oj	cr,noj
senator,a	sen,a,tora
makarti,ja	ma,kar,tija
sadašnji,m	sada,šnjim
pakt,a	pak,ta
jens,om	j,en,som
stoltenberg,om	sto,l,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,miš,ljeni,ka
nemoć,i	ne,moći
vlastit,i	vla,stiti
demokratičnost,i	demokra,tič,nosti
bunt,a	bun,ta
bes,a	be,sa
vlastit,u	vlasti,tu
vaš,a	vaša
ličnost,ima	lič,nostima
iskustvo,m	iskustvom
predsednik,u	predsedniku
favorit,a	favori,ta
razvijen,oj	razvi,jenoj
naj,čuven,ija	naj,ču,ven,ija
fbi,-ja	f,bi,-,ja
uvod,u	u,vodu
huver,a	h,uve,ra
prijatelj,ima	prijateljima
nekontrolisan,og	ne,kontroli,sanog
dosije,a	do,si,je,a
stanovnik,e	stanov,nike
senator,e	sen,a,tore
kongresmen,e	kongre,s,mene
martin,u	mar,tinu
luter,u	lu,teru
king,u	k,ingu
metoda,ma	metodama
nezakonit,e	ne,zako,nite
pretres,e	pretre,se
dosije,e	do,si,je,e
žargon,u	žar,go,nu
dubok,a	dubo,ka
gangster,ima	gan,g,ste,rima
koren,a	korena
smenjiv,a	smen,ji,va
vučić,a	vučića
slikovit,iji	sli,kovi,tiji
korumpiran,i	ko,ru,mpi,rani
đubre,ta	đu,bre,ta
progonitelj,i	pro,go,ni,telji
izabran,e	izabra,ne
čudo,m	ču,dom
čitalac,a	čitalaca
zemljin,og	zem,lj,inog
šar,a	ša,ra
ljosin,og	lj,os,inog
naslov,om	naslovom
pijur,a	pi,ju,ra
felisit,a	fe,li,si,ta
janake,a	jan,ak,ea
reketaš,a	rek,eta,ša
podnošljiv,u	podno,š,ljivu
zaplet,a	za,ple,ta
smisaon,im	smi,sa,onim
ucenjivač,ima	u,cen,ji,va,čima
crtež,om	cr,tež,om
pauk,a	pau,ka
požar,a	požara
neugodnost,i	neu,god,nosti
ljubav,lju	ljubav,lju
roman,u	romanu
čuven,i	ču,veni
ljosin,im	lj,os,in,im
ljubitelj,ima	ljubi,teljima
sin,ovima	sin,ovima
običaj,u	običa,ju
sapunski,h	sa,pun,skih
bok,a	bo,ka
sin,u	s,inu
fončitov,oj	fon,čit,ovoj
fončitov,e	fon,čit,ove
duh,om	du,hom
ljosin,oj	lj,os,in,oj
ljosin,o	lj,os,ino
savremen,og	savremenog
peru,a	pe,ru,a
rasparen,e	ras,pa,rene
kućni,m	kuć,nim
papuča,ma	pa,pu,ča,ma
viskonzin,u	vi,skon,z,inu
neuron,i	neuro,ni
autoimun,ih	auto,imu,nih
alchajmerov,om	al,cha,j,mer,ovom
demencija,ma	de,men,cijama
stub,a	stu,ba
zdrav,e	zdrave
paradoks,a	paradok,sa
mit,ova	mi,tova
