jeremić,a	jere,mi,ća
američki,m	ameri,čkim
ambasador,om	ambasa,do,rom
džon,om	džo,nom
viters,om	vi,ter,som
pravosudni,m	pravosu,dnim
izborni,m	izbor,nim
fudbalski,h	fudbal,skih
balkan,om	balka,nom
fudbalski,m	fudbal,skim
liga,ma	li,gama
kvalifikacioni,h	kvali,fika,cionih
hrvat,a	hrvata
prevara,ma	preva,rama
namešten,ih	name,šte,nih
nemački,h	nema,čkih
fenerbahče,a	fe,ner,ba,h,če,a
ulm,a	u,l,ma
igrač,a	igrača
genčlerbirligi,ja	g,en,č,ler,bi,r,li,gija
džavdžavljev,ih	d,ža,v,dža,vlje,vih
sport,u	sportu
dokaz,e	dokaze
sportski,h	sportskih
skandal,a	skanda,la
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	utakmi,cama
klupski,h	klu,pskih
brz,im	brzi,m
rasprostranjen,iji	rasprostra,nje,niji
msp,-om	msp,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usme,ne
argument,e	argu,mente
jordan,a	j,or,dana
integritet,a	integri,teta
pravo,m	pravom
miloševićev,a	miloše,vi,ćeva
pravni,m	pravnim
naslednik,om	nasle,dni,kom
integritet,u	integri,tetu
odvojen,e	odvoje,ne
suveren,e	suve,rene
usmen,og	usme,nog
sudski,m	sud,skim
proces,ima	procesima
rođak,a	rođa,ka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimina,laca
kriminalistički,h	kriminali,stičkih
nemoguć,a	nemogu,ća
otpadni,h	otpadnih
priobalni,m	pri,o,ba,lnim
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvore,nih
dubina,ma	dubi,nama
kiseonik,a	kiseonika
kiseonik,om	kiseoni,kom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremeća,je
ekosistem,a	ekosiste,ma
neodrživ,e	neod,rži,ve
prinos,ima	pri,nosi,ma
jevtin,ijim	je,v,ti,nijim
raširen,e	ra,ši,rene
pesticid,a	pestici,da
priobalni,h	pri,o,ba,lnih
sliv,u	sli,vu
ulov,i	ulo,vi
šlep,ovi	š,le,povi
dopisnik,u	dopi,sniku
setimes,-a	se,time,s,-,a
ribar,a	ri,bara
šekip,a	še,ki,pa
jalčin,a	j,al,čina
obalski,h	oba,l,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seo,skih
otpadni,m	otpad,nim
hranljiv,im	hran,ljivim
materija,ma	materija,ma
organizam,a	organiza,ma
preteran,og	pretera,nog
pogoršan,om	pogorša,nom
prečišćen,ih	preči,šće,nih
kanalizacion,ih	ka,naliza,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvr,stog
azotni,h	azo,tnih
fosforni,h	fos,for,nih
dunav,a	dunava
obalni,h	oba,lnih
more,m	mo,rem
tri,ma	tri,ma
protokol,ima	protoko,lima
istanbul,u	istan,bu,lu
navod,ima	navodima
hranljiv,ih	hran,ljivih
industrijski,h	industrij,skih
autor,i	autori
produktivnost,i	produ,ktivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zaga,đi,vača
prisutnost,i	prisu,tnosti
povećan,i	poveća,ni
naftni,h	naf,tnih
gasni,h	ga,snih
kvartal,u	kvarta,lu
uvoznik,a	uvoz,nika
zadužen,ih	zadu,ženih
kredit,i	krediti
udružen,i	udruže,ni
uvoz,a	uvoza
prijem,a	prijema
plan,ovi	planovi
eps,-a	e,ps,-,a
generator,a	genera,tora
kralj,a	kralja
abdulah,a	ab,dula,ha
abdulaziz,a	ab,du,lazi,za
konflikt,i	konfli,kti
dijalog,om	dija,logom
tajlandski,m	taj,land,skim
nitj,om	ni,t,jom
pibulsongram,om	pi,bu,l,son,gra,mom
abdulah,om	ab,dula,hom
gul,om	gu,lom
predsedavajući,m	predseda,vaju,ćim
željko,m	že,lj,kom
komšić,em	kom,ši,ćem
bosanski,m	bo,san,skim
sven,om	sve,nom
alkalaj,em	al,kala,jem
milorad,om	milo,ra,dom
živković,em	ži,v,kovi,ćem
morski,h	mor,skih
vezan,im	veza,nim
memorandum,u	memo,ran,du,mu
glasač,e	glasa,če
birač,i	bira,či
vladajući,m	vlada,jućim
glavni,m	glavnim
opozicioni,m	opozi,cionim
partija,ma	parti,jama
birač,ima	bira,čima
veton,a	ve,tona
suroi,ja	su,roi,ja
školovan,i	ško,lo,vani
jednak,e	jednake
minimum,om	minim,u,mom
ugrožen,e	ugro,žene
žestok,om	že,sto,kom
ahtisarijev,om	a,h,tisa,rije,vom
protest,ima	prote,stima
hašim,a	ha,šima
pokret,a	pokreta
građanski,m	građan,skim
siv,oj	si,voj
dubok,oj	dubo,koj
habzburg,a	ha,b,z,bu,rga
dominik,a	do,mi,nika
muzičar,i	muzi,čari
andre,a	and,rea
roland,a	ro,la,nda
viljazon,a	vi,lja,zona
žak,a	ž,a,ka
lusije,a	lu,sije,a
danijel,a	danije,la
barenboim,a	ba,ren,bo,ima
program,ima	programima
specijalizovan,om	specijalizova,nom
vrhunski,h	vrhun,skih
sprortist,a	spro,rti,sta
igra,ma	igrama
slovenka,ma	slo,ven,kama
igrač,em	igra,čem
turnir,u	turni,ru
komesar,a	kome,sara
katastrofa,ma	katastro,fa,ma
uveren,a	uve,rena
borisov,u	bori,so,vu
ubedljiv,e	ube,d,ljive
kabinet,u	kabine,tu
manuel,a	ma,nu,ela
socijalistički,h	socijalisti,čkih
ep,-a	ep,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvali,fikova,nosti
ltd,-om	l,t,d,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
rok,a	ro,ka
butiljone,a	bu,ti,ljo,nea
ingrid,u	i,ng,ri,du
nov,oj	novoj
ekološki,h	ekoloških
gerb,-a	g,er,b,-,a
dužnost,i	dužnosti
zamenik,u	zame,niku
general,u	genera,lu
anju,u	a,nju,u
angelov,u	an,ge,lo,vu
ilijan,a	i,lija,na
mihov,a	mi,hova
profesor,a	profesora
član,om	članom
haris,om	ha,ri,som
silajdžić,em	si,la,j,dži,ćem
red,ovima	redo,vima
butmir,u	bu,t,miru
političar,ima	politi,čarima
valentin,a	va,le,nti,na
inck,a	in,cka
suveren,u	suve,renu
poziv,i	pozi,vi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	lju,ti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongre,sa
bošnjački,h	bo,šnja,čkih
davutoglu,a	da,vu,tog,lu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hle,ba
višenedeljni,h	više,ne,de,lj,nih
jak,ih	ja,kih
obližnji,m	obli,ž,njim
nikicin,om	ni,ki,ci,nom
kuća,ma	kuća,ma
čuvar,a	ču,vara
vrt,a	vr,ta
bazen,a	baze,na
dan,u	danu
kopnen,a	ko,pne,na
čovek,a	čoveka
distanca,ma	di,stan,cama
jak,e	jake
zub,e	zu,be
okolni,h	oko,lnih
travnat,o	tra,vna,to
dug,im	dugi,m
šetnja,ma	še,tnja,ma
restoran,a	restorana
čuven,og	ču,venog
mlad,og	mlado,g
mužjak,a	muž,jaka
udvarač,a	ud,vara,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,ga,vi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	ro,tora
poplava,ma	popla,vama
nacrt,e	na,cr,te
premijerov,im	premije,ro,vim
vladajući,h	vlada,jućih
taričanu,om	ta,ri,ča,nu,om
renov,e	re,nove
taričanuov,u	ta,ri,ča,nuo,vu
naoružan,om	naoruža,nom
bacač,a	baca,ča
udaljen,o	uda,ljeno
prozor,e	pro,zo,re
pazar,u	pa,za,ru
incident,u	inci,den,tu
širok,u	širo,ku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruža,ne
nemir,e	nemi,re
stanovništvo,m	stanovni,štvom
krasnići,ju	kra,sni,ći,ju
naoružan,oj	naoruža,noj
arben,a	ar,be,na
džaferi,ja	d,ža,fe,rija
krasnići,ja	kra,sni,ći,ja
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	nesposob,nosti
klos,i	k,lo,si
gradonačelnik,a	gradonačelnika
razlog,e	razloge
nacrt,a	nacrta
nasilje,m	nasi,ljem
cilj,evima	ciljevima
bloger,i	blo,ge,ri
zdravstven,og	zdravstvenog
osiguravajući,m	osiguravaju,ćim
raed,u	ra,edu
arafat,u	ara,fa,tu
osnivač,u	osniva,ču
podsekretar,a	podse,kre,tara
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,li,gani
stadion,ima	stadio,nima
zatvor,om	zatvo,rom
okupljen,ima	o,kup,lje,nima
aerodrom,ima	aerodro,mima
automobil,e	automobi,le
rumun,i	rumu,ni
komentator,a	komenta,tora
arafat,a	ara,fata
nepovezan,i	nepo,veza,ni
zahtev,i	zahtevi
kemal,a	ke,ma,la
burkaj,a	bur,ka,ja
egzil,a	eg,zila
aerodrom,u	aerodro,mu
kritičar,a	kriti,čara
kurdistan,a	kur,di,sta,na
kurdski,h	ku,rd,skih
raširen,ih	ra,ši,renih
miroljubiv,u	miro,ljubi,vu
bozjelov,im	bo,z,jelo,vim
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	ma,nj,ka,va
taksim,u	ta,ksi,mu
kurd,ima	kur,dima
kurd,a	kur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	voj,vođan,skih
mađar,a	ma,đa,ra
ujedinjen,u	ujedi,njenu
zakon,e	zakone
plav,a	pla,va
crven,im	crve,nim
pruga,ma	pru,gama
žut,e	žu,te
državnost,i	drža,vnosti
dom,ovima	do,movima
organizovan,im	organizova,nim
kriminal,om	krimina,lom
benzinski,h	benzi,nskih
gigant,a	gi,ga,nta
let,ova	le,tova
star,om	sta,rom
terminal,u	termina,lu
parking,e	par,kin,ge
putnik,e	putni,ke
avionski,h	avion,skih
kabl,ova	kab,lova
izmir,u	iz,miru
dvostruk,im	dvostru,kim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	nere,de
trend,a	tre,nda
posledica,ma	posledicama
nedeljnik,u	nede,lj,niku
euleks,-a	eu,le,ks,-,a
nemir,ima	nemi,rima
nered,ima	ne,redi,ma
nemir,a	ne,mira
rizik,a	rizika
uhapšen,ima	uhap,še,nima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovi,jih
admiral,om	ad,mira,lom
heri,jem	he,rije,m
ulrih,om	u,l,ri,hom
komandant,om	komanda,ntom
združen,ih	z,druže,nih
napulj,u	na,pu,lju
šestočlan,e	šesto,čla,ne
frenk,a	f,ren,ka
vizner,a	vi,z,nera
volfgang,a	vol,f,gan,ga
išinger,a	i,ši,n,gera
razgovor,ima	razgovo,rima
završen,im	završe,nim
loš,a	loša
rukovodstvo,m	rukovod,stvom
london,u	londonu
aspekt,e	aspekte
slab,iji	slabi,ji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	ime,ni,telja
radovan,a	radova,na
jelašić,a	je,la,šića
razlika,ma	razlika,ma
jelašićev,om	je,la,ši,će,vom
proizvod,ima	proizvodima
obojen,i	obo,jeni
kamion,i	kami,oni
porast,om	porastom
jeftin,og	jefti,nog
devetocifren,e	deve,to,ci,f,rene
pismenost,i	pisme,nosti
transparentnost,i	transparent,nosti
vladin,og	vladi,nog
kompjuterski,h	kompjuter,skih
starosni,h	staro,snih
čas,ovi	časo,vi
vindovs,u	vin,dov,su
vord,u	v,or,du
eksel,u	e,kse,lu
osnov,e	osnove
it,-a	it,-,a
kompjuter,ima	kompju,terima
kompjuter,u	kompju,teru
instruktor,e	instru,ktore
prostorija,ma	prostorijama
unutrašnjost,i	unutra,šnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	uda,ru
urađen,o	urađeno
provajder,a	pro,vaj,dera
trud,a	tru,da
čin,ovi	či,novi
prav,im	pravim
islam,om	isla,mom
motiv,e	mo,tive
okolnost,i	okolnosti
neprihvatljiv,u	neprihvat,ljivu
islam,a	is,lama
nametanje,m	na,meta,njem
nevin,ih	nevi,nih
korist,i	koristi
nadzor,u	nad,zoru
cerić,a	ce,rića
imam,ima	ima,mima
cerićev,a	ce,ri,ćeva
praznik,a	praz,nika
čin,ove	či,nove
čestit,im	česti,tim
islamski,m	isla,m,skim
bošnjak,a	bošnja,ka
vernik,e	ve,rni,ke
islam,u	isla,mu
devijacija,ma	devija,cijama
amerikanac,a	amerika,naca
musliman,ima	musli,manima
tražilac,a	traži,laca
imigrant,i	imigra,nti
sunarodnik,a	su,narod,nika
tunis,a	tu,ni,sa
afrički,h	a,fri,čkih
azijski,h	azi,jskih
azilant,e	azi,lan,te
zabrinut,o	zabrinu,to
poznat,om	pozna,tom
sekretarijat,a	sekreta,rijata
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	kome,sa,rijata
neiskorišćen,e	nei,sko,rišće,ne
solidarnost,i	solidar,nosti
protest,u	prote,stu
zapaljiv,u	zapa,ljivu
okolnost,ima	okolnostima
avganistan,a	av,ga,nista,na
most,u	mo,stu
mešovit,a	mešo,vita
kfor,-om	k,for,-,om
incident,a	incide,nta
miroljubiv,oj	miro,ljubi,voj
napetost,i	nape,tosti
višemesečni,h	više,mese,čnih
sever,a	se,vera
kamion,a	kami,ona
punkt,a	pun,kta
izolovan,o	izolova,no
ninić,a	ni,ni,ća
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,e,tni,čkih
nerešen,a	nere,šena
strpljenje,m	str,plje,njem
komitet,a	komi,teta
svemir,a	sve,mira
telefon,i	telefo,ni
bolnica,ma	bolni,cama
prunariju,a	p,ru,na,riju,a
salcburg,u	sal,c,bur,gu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacije,n,tova
naučnik,a	naučnika
primerak,a	primera,ka
nepoznat,a	nepozna,ta
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,stro,vim
star,oj	staro,j
parivodićev,im	pari,vodi,će,vim
kreditor,a	kredi,tora
dug,ova	du,gova
ubrzavanje,m	ubrza,vanjem
miodrag,a	mio,dra,ga
privatizovan,ih	privati,zovanih
paket,a	paketa
tender,a	tende,ra
predviđen,im	predvi,đenim
špediterski,h	š,pe,di,ter,skih
transportni,h	transport,nih
postkomunistički,h	post,komu,nisti,čkih
mesec,u	mesecu
zrelost,i	zre,losti
stepen,u	stepenu
kapital,om	kapita,lom
sastojak,a	sastoja,ka
resurs,e	resurse
prenategnutost,i	pre,na,te,gnu,tosti
saveznik,e	savezni,ke
strateški,m	strate,škim
obostran,oj	obo,stra,noj
behtel,u	be,hte,lu
animozitet,i	ani,mo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zali,va
kosorov,a	koso,rova
arbitražni,m	arbi,tra,žnim
upućivanje,m	upu,ći,vanjem
izgubljen,o	izgublje,no
prevazilaženje,m	prevazi,laže,njem
zategnut,i	zate,gnuti
osetljiv,oj	oset,lji,voj
ivanov,a	iva,nova
zamah,u	zama,hu
obrt,u	ob,rtu
odvojen,u	odvoje,nu
počast,ima	poča,stima
sejdijuov,og	se,j,diju,ovog
portparol,a	port,pa,rola
džavit,a	d,ža,vita
bećiri,ja	be,ći,rija
narod,e	naro,de
bojan,a	bo,jana
milković,a	mi,l,kovića
ina,-e	i,na,-,e
neosnovan,e	neo,sno,vane
mmf,-om	m,mf,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investi,tore
resurs,ima	resursima
talas,u	tala,su
blag,im	bla,gim
naj,bogat,ijih	najbo,ga,tijih
istorijski,h	istorijskih
sindikat,e	sindi,ka,te
industrijalac,a	industrija,laca
poreski,h	poreskih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dugi,h
jedinstven,om	jedinstve,nom
budžet,u	budžetu
sindikat,i	sindi,kati
jedinstven,oj	jedinstve,noj
lek,ovi	lekovi
pdv,-a	pdv,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izda,vača
koncept,u	koncep,tu
tim,ove	ti,move
imunitet,a	imuni,teta
bos,ovima	bo,so,vima
tročlan,oj	tro,čla,noj
ubedljiv,og	ube,d,ljivog
pobednik,a	pobe,dnika
mafijaški,m	ma,fija,škim
plamen,om	pla,menom
galev,im	gale,vim
angel,om	an,ge,lom
hristov,im	h,risto,vim
čuven,om	ču,ve,nom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	bizni,sme,ni
jugozapad,u	jugo,za,pa,du
mafijaš,a	ma,fija,ša
šef,u	še,fu
firma,ma	firma,ma
biznismen,ima	bizni,sme,nima
zlatomir,u	zla,to,miru
petkov,a	pet,kova
čvrst,i	čvr,sti
tvrdnja,ma	tvrdnja,ma
dans,-a	d,an,s,-,a
boris,u	bori,su
velčev,u	v,el,če,vu
petkov,u	pe,tko,vu
cvetanov,a	c,veta,nova
tanov,a	ta,nova
laž,ima	la,žima
kleveta,ma	kle,veta,ma
velčevljev,oj	v,el,če,vlje,voj
optužba,ma	optu,žbama
glasanje,m	glasa,njem
zbunjen,i	zbu,njeni
hancesti,ju	han,ce,sti,ju
kišinjev,a	ki,ši,nje,va
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vid,ljiva
monitoring,a	monitori,nga
komplikovan,o	kompliko,vano
kanal,e	kana,le
čist,i	čisti
niz,om	ni,zom
masačusets,a	ma,sa,ču,set,sa
nepravilnost,i	nepravilnosti
namešten,u	name,šte,nu
napet,o	nape,to
širok,ih	širo,kih
prenos,a	prenosa
ohr,-a	o,hr,-,a
mir,a	mira
privremen,a	privreme,na
zvaničnik,e	zvanični,ke
prag,u	pra,gu
osoblje,m	osoblje,m
mostar,u	mo,sta,ru
grad,ova	gradova
maksimum,a	maksimu,ma
kostas,om	ko,sta,som
karamanlis,om	kara,man,li,som
monitor,a	moni,tora
osnovni,m	osnovnim
srednji,m	srednjim
ćiril,a	ć,i,rila
dabi,ju	da,biju
fond,u	fon,du
fond,om	fon,dom
dužnički,h	dužni,čkih
nedaća,ma	neda,ća,ma
iznos,a	iznosa
efsf,-a	e,fs,f,-,a
budžet,om	budže,tom
dogovoren,a	dogovo,rena
obim,u	obimu
esm,-a	e,s,m,-,a
prilog,a	pri,loga
doprinos,u	dopri,nosu
vašington,u	vašing,tonu
cent,i	ce,nti
izložen,om	izlože,nom
mlađan,a	mla,đana
dinkić,a	d,in,kića
dinkićev,og	d,in,ki,će,vog
slab,u	sla,bu
dinkićev,ih	d,in,ki,će,vih
sednica,ma	se,dni,cama
tadićev,i	ta,di,će,vi
visok,u	visoku
preduslov,a	predu,slova
neiskren,a	neis,kre,na
sledeći,m	sledećim
propust,om	propu,stom
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	priori,tetima
blag,i	bla,gi
davutogluov,im	da,vu,tog,lu,o,vim
angažman,om	angaž,manom
balansiran,im	balan,si,ranim
inicijativa,ma	inicijativa,ma
posredovanje,m	posre,do,vanjem
sad,-u	sad,-,u
potencijal,om	potencija,lom
mobiltel,a	mo,bi,l,tela
operater,a	opera,tera
naslovljen,oj	naslo,vlje,noj
savremen,u	savreme,nu
praćen,u	pra,će,nu
odgovarajući,m	odgovarajućim
veština,ma	vešti,nama
pokretač,em	pokreta,čem
prezasićen,ih	pre,za,si,ćenih
povećan,om	poveća,nom
bdp,-u	bdp,-,u
ocena,ma	oce,nama
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	se,ktore
signal,u	signa,lu
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šez,desetih
jevtin,e	je,v,tine
kratkovid,a	krat,kovi,da
deonica,ma	deo,nicama
čitav,om	čita,vom
voz,om	vo,zom
razvijenost,i	razvije,nosti
okup,u	oku,pu
avion,i	avio,ni
primer,u	primeru
rat,ove	ra,tove
voz,ovima	vo,zo,vima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	umanji,vanjem
železnički,m	železni,čkim
saobraćaj,em	saobraća,jem
ekspert,e	ekspe,r,te
majdan,i	maj,da,ni
nepostojeći,h	nepo,stoje,ćih
jurišnik,a	ju,ri,š,nika
lopov,a	lo,pova
direktor,i	dire,ktori
džep,ova	dže,pova
koncert,i	konce,rti
estradni,h	e,stra,dnih
aranžman,i	aranž,mani
kondukter,e	kon,du,k,tere
skretničar,e	s,kretni,čare
polomljen,a	po,lom,ljena
lopov,i	lo,povi
nabavljač,i	naba,vlja,či
šraf,ove	š,ra,fo,ve
teg,ove	te,gove
čekaonica,ma	če,kao,nicama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	k,rova
tip,ovi	tipovi
start,u	startu
leone,a	l,eo,nea
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovolj,stvom
medijski,h	medi,jskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	sku,po,ce,nim
automobil,ima	automobi,lima
nedefinisan,ih	nede,fini,sanih
lik,ova	likova
uređen,ih	ure,đenih
rashod,e	rasho,de
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	ure,đenim
donošenje,m	dono,šenjem
serotonin,a	sero,to,nina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	mi,še,vima
miš,eva	miševa
neuron,a	neurona
hormon,om	hormo,nom
krv,i	krvi
tori,jem	to,rije,m
takumi,jem	ta,ku,mi,jem
miš,evi	mi,ševi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživa,čima
serotoninski,h	sero,toni,nskih
receptor,a	receptora
lek,ove	lekove
serototnin,a	sero,to,tni,na
star,i	stari
zanimljiv,iji	zanim,ljiviji
test,om	testom
kavez,a	ka,veza
kavez,u	ka,ve,zu
jedinka,ma	jedin,kama
izražen,ijim	izraže,nijim
neartikulisan,ih	ne,arti,ku,lisa,nih
zvuk,ova	zvu,kova
simptom,e	simptome
anksioznost,i	anksioznosti
takumi,ja	ta,ku,mija
senzacionalistički,m	sen,za,ciona,listi,čkim
genetski,m	genet,skim
mutacija,ma	muta,cijama
poremećaj,ima	poremeća,jima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	pozna,toj
nacist,a	naci,sta
hitlerov,e	hit,le,rove
naš,em	našem
vreme,nu	vremenu
klempererov,a	k,le,mpe,re,rova
reklamni,h	rekla,m,nih
neograničen,u	neo,grani,če,nu
nesavladiv,u	nesa,vla,di,vu
lažljiv,e	la,ž,ljive
nebrojen,om	ne,bro,je,nom
pisan,e	pisane
komunikacijski,h	komunika,cijskih
šum,ova	šu,mova
kontradiktornost,i	kontra,di,ktor,nosti
savremen,ih	savremenih
jednak,oj	jedna,koj
lingvistički,m	lingvi,stičkim
mulj,em	mu,ljem
blato,m	bla,tom
nesavršenost,i	nesa,vrše,nosti
naj,različit,ijih	najraz,liči,tijih
glupost,i	glupo,sti
list,ovima	listovima
papirus,a	papi,rusa
naslov,a	naslo,va
savremen,om	savremenom
lenj,im	le,njim
glup,im	glu,pim
dragocen,o	drago,ceno
spot,ova	spo,tova
zatupljujući,h	za,tu,p,ljujući,h
elektronski,h	elektronskih
višestruk,e	višestru,ke
jezik,om	jezikom
roman,e	ro,mane
izopačen,om	izo,pa,čenom
sunovraćen,om	su,no,vra,ćenom
aušvic,a	au,š,vica
logoraš,a	logo,ra,ša
koncentracioni,m	koncentra,cionim
logor,ima	logo,rima
postojeći,m	postojećim
teror,a	tero,ra
lažljiv,og	la,ž,ljivog
složen,u	slože,nu
osetljiv,u	oset,ljivu
nov,ijoj	novi,joj
nejak,u	neja,ku
miloševićev,og	miloše,viće,vog
ulični,h	uli,čnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,ide,nti,fikovani
crven,a	cr,vena
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šće,na
go,lo	go,lo
pokrovitelj,e	pokro,vite,lje
položaj,ima	položa,jima
stran,oj	stra,noj
ponos,a	pono,sa
obračun,i	obraču,ni
navijač,a	navijača
čitljiv,e	či,t,ljive
naopak,o	nao,pa,ko
vidljiv,i	vid,ljivi
stereotip,a	stereo,tipa
začaran,i	za,ča,rani
prostor,u	prostoru
strah,u	strahu
glad,i	gla,di
nasilnički,h	nasi,lni,čkih
potpun,oj	potpu,noj
roman,a	romana
detektiv,a	dete,ktiva
po,a	po,a
novinski,h	novi,nskih
intelekt,u	intelek,tu
brz,oj	brzo,j
šerlok,a	š,er,loka
holms,a	hol,m,sa
herkul,a	her,kula
poaro,a	po,a,ro,a
junak,a	junaka
dipen,a	di,pe,na
roman,i	ro,mani
trideseti,h	tri,desetih
okean,a	oke,ana
nezbe,a	ne,zbe,a
marlo,a	mar,lo,a
roman,ima	ro,manima
uočljiv,a	uoč,ljiva
sudbina,ma	sud,bi,nama
crn,oj	cr,noj
senator,a	se,na,tora
makarti,ja	ma,ka,rti,ja
sadašnji,m	sada,šnjim
pakt,a	pa,kta
jens,om	j,en,som
stoltenberg,om	sto,l,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,miš,lje,nika
nemoć,i	nemo,ći
vlastit,i	vlasti,ti
demokratičnost,i	demokra,ti,čnosti
bunt,a	bu,nta
bes,a	be,sa
vlastit,u	vla,stitu
vaš,a	vaša
ličnost,ima	ličnosti,ma
iskustvo,m	iskustvom
predsednik,u	predsedniku
favorit,a	fa,vo,rita
razvijen,oj	razvije,noj
naj,čuven,ija	naj,ču,ve,nija
fbi,-ja	f,bi,-,ja
uvod,u	uvo,du
huver,a	hu,vera
prijatelj,ima	prijateljima
nekontrolisan,og	neko,ntro,lisa,nog
dosije,a	do,sije,a
stanovnik,e	stanovni,ke
senator,e	se,na,tore
kongresmen,e	kongre,sme,ne
martin,u	mar,tinu
luter,u	lu,teru
king,u	k,in,gu
metoda,ma	metodama
nezakonit,e	neza,ko,nite
pretres,e	pretre,se
dosije,e	do,sije,e
žargon,u	ža,r,go,nu
dubok,a	dubo,ka
gangster,ima	g,ang,ste,rima
koren,a	korena
smenjiv,a	sme,nji,va
vučić,a	vučića
slikovit,iji	s,liko,viti,ji
korumpiran,i	ko,ru,mpi,rani
đubre,ta	đu,bre,ta
progonitelj,i	pro,goni,telji
izabran,e	izabra,ne
čudo,m	ču,dom
čitalac,a	čitalaca
zemljin,og	zem,lji,nog
šar,a	ša,ra
ljosin,og	l,jo,si,nog
naslov,om	naslovom
pijur,a	pi,ju,ra
felisit,a	fe,li,si,ta
janake,a	ja,na,ke,a
reketaš,a	reke,ta,ša
podnošljiv,u	podno,š,ljivu
zaplet,a	zaple,ta
smisaon,im	smisao,nim
ucenjivač,ima	uce,nji,va,čima
crtež,om	crte,žom
pauk,a	pau,ka
požar,a	požara
neugodnost,i	neu,go,dnosti
ljubav,lju	ljuba,vlju
roman,u	romanu
čuven,i	ču,veni
ljosin,im	l,jo,si,nim
ljubitelj,ima	ljubi,teljima
sin,ovima	si,novima
običaj,u	običa,ju
sapunski,h	sa,pu,nskih
bok,a	bo,ka
sin,u	sinu
fončitov,oj	fon,čito,voj
fončitov,e	fon,čito,ve
duh,om	du,hom
ljosin,oj	l,jo,si,noj
ljosin,o	l,jo,si,no
savremen,og	savremenog
peru,a	pe,ru,a
rasparen,e	ras,pa,rene
kućni,m	kuć,nim
papuča,ma	pa,pu,ča,ma
viskonzin,u	vi,sko,nzi,nu
neuron,i	neuro,ni
autoimun,ih	auto,i,mu,nih
